iso3c,country,region,income,year,population,overall_score,Pillar,Pillar_Score
ROU,Romania,Europe & Central Asia,High income,2022,19047009,86.64625000000001,Data Use (Pillar 1),100.0
COL,Colombia,Latin America & Caribbean,Upper middle income,2022,51874024,86.22375000000001,Data Use (Pillar 1),100.0
CHL,Chile,Latin America & Caribbean,High income,2022,19603733,86.10708333333332,Data Use (Pillar 1),100.0
ISL,Iceland,Europe & Central Asia,High income,2022,382003,86.08666666666667,Data Use (Pillar 1),100.0
ISR,Israel,Middle East & North Africa,High income,2022,9557500,85.98166666666667,Data Use (Pillar 1),100.0
CYP,Cyprus,Europe & Central Asia,High income,2022,1251488,85.73208333333334,Data Use (Pillar 1),100.0
TUR,Turkiye,Europe & Central Asia,Upper middle income,2022,84979913,85.72083333333333,Data Use (Pillar 1),90.0
HRV,Croatia,Europe & Central Asia,High income,2022,3855641,84.84083333333334,Data Use (Pillar 1),100.0
ARM,Armenia,Europe & Central Asia,Upper middle income,2022,2780469,84.72833333333334,Data Use (Pillar 1),100.0
ALB,Albania,Europe & Central Asia,Upper middle income,2022,2777689,84.42625000000001,Data Use (Pillar 1),100.0
MDA,Moldova,Europe & Central Asia,Upper middle income,2022,2538894,84.07916666666667,Data Use (Pillar 1),100.0
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,2022,6974900,83.98458333333335,Data Use (Pillar 1),100.0
PHL,Philippines,East Asia & Pacific,Lower middle income,2022,115559009,83.95208333333332,Data Use (Pillar 1),100.0
MNG,Mongolia,East Asia & Pacific,Upper middle income,2022,3398366,83.3175,Data Use (Pillar 1),100.0
RUS,Russian Federation,Europe & Central Asia,High income,2022,144236933,82.98458333333333,Data Use (Pillar 1),93.4
MKD,North Macedonia,Europe & Central Asia,Upper middle income,2022,1831712,82.8875,Data Use (Pillar 1),100.0
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,2022,59893885,81.91250000000001,Data Use (Pillar 1),80.0
PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,2022,5043612,81.59500000000001,Data Use (Pillar 1),90.0
THA,Thailand,East Asia & Pacific,Upper middle income,2022,71697030,81.46416666666669,Data Use (Pillar 1),100.0
BRA,Brazil,Latin America & Caribbean,Upper middle income,2022,215313498,81.08041666666666,Data Use (Pillar 1),90.0
MLT,Malta,Middle East & North Africa,High income,2022,531113,80.83875,Data Use (Pillar 1),100.0
SRB,Serbia,Europe & Central Asia,Upper middle income,2022,6664449,80.16083333333334,Data Use (Pillar 1),100.0
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2022,18001000,79.24708333333334,Data Use (Pillar 1),100.0
LKA,Sri Lanka,South Asia,Lower middle income,2022,22181000,79.06166666666667,Data Use (Pillar 1),100.0
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,2022,19634983,78.92916666666667,Data Use (Pillar 1),90.0
IDN,Indonesia,East Asia & Pacific,Upper middle income,2022,275501339,78.92583333333333,Data Use (Pillar 1),100.0
JOR,Jordan,Middle East & North Africa,Lower middle income,2022,11285869,78.62458333333333,Data Use (Pillar 1),80.0
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2022,110990103,78.29291666666668,Data Use (Pillar 1),90.0
UKR,Ukraine,Europe & Central Asia,Upper middle income,2022,38000000,77.85333333333332,Data Use (Pillar 1),100.0
ARG,Argentina,Latin America & Caribbean,Upper middle income,2022,46234830,76.81916666666667,Data Use (Pillar 1),90.0
URY,Uruguay,Latin America & Caribbean,High income,2022,3422794,76.67458333333332,Data Use (Pillar 1),100.0
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,2022,1262523,76.5225,Data Use (Pillar 1),90.0
MYS,Malaysia,East Asia & Pacific,Upper middle income,2022,33938221,76.16166666666668,Data Use (Pillar 1),80.0
SEN,Senegal,Sub-Saharan Africa,Lower middle income,2022,17316449,75.96125,Data Use (Pillar 1),100.0
PRY,Paraguay,Latin America & Caribbean,Upper middle income,2022,6780744,75.62333333333335,Data Use (Pillar 1),90.0
TUN,Tunisia,Middle East & North Africa,Lower middle income,2022,12356117,75.59083333333334,Data Use (Pillar 1),90.0
MNE,Montenegro,Europe & Central Asia,Upper middle income,2022,617213,75.43458333333334,Data Use (Pillar 1),90.0
PER,Peru,Latin America & Caribbean,Upper middle income,2022,34049588,75.00291666666668,Data Use (Pillar 1),100.0
IND,India,South Asia,Lower middle income,2022,1417173173,74.60083333333334,Data Use (Pillar 1),80.0
SAU,Saudi Arabia,Middle East & North Africa,High income,2022,36408820,74.38708333333334,Data Use (Pillar 1),70.0
ARE,United Arab Emirates,Middle East & North Africa,High income,2022,9441129,74.2525,Data Use (Pillar 1),90.0
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,2022,35648100,74.13083333333333,Data Use (Pillar 1),80.0
SLV,El Salvador,Latin America & Caribbean,Upper middle income,2022,6336392,73.76333333333334,Data Use (Pillar 1),90.0
MAR,Morocco,Middle East & North Africa,Lower middle income,2022,37457971,73.33458333333333,Data Use (Pillar 1),80.0
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2022,11228821,72.87833333333333,Data Use (Pillar 1),100.0
GTM,Guatemala,Latin America & Caribbean,Upper middle income,2022,17357886,72.64291666666666,Data Use (Pillar 1),80.0
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2022,10141756,70.78916666666669,Data Use (Pillar 1),80.0
BOL,Bolivia,Latin America & Caribbean,Lower middle income,2022,12224110,70.68416666666666,Data Use (Pillar 1),100.0
UGA,Uganda,Sub-Saharan Africa,Low income,2022,47249585,70.58875,Data Use (Pillar 1),100.0
RWA,Rwanda,Sub-Saharan Africa,Low income,2022,13776698,70.00666666666667,Data Use (Pillar 1),90.0
BGD,Bangladesh,South Asia,Lower middle income,2022,171186372,69.64958333333333,Data Use (Pillar 1),90.0
MMR,Myanmar,East Asia & Pacific,Lower middle income,2022,54179306,69.60583333333334,Data Use (Pillar 1),90.0
ZWE,Zimbabwe,Sub-Saharan Africa,Lower middle income,2022,16320537,69.60125,Data Use (Pillar 1),100.0
PAN,Panama,Latin America & Caribbean,High income,2022,4408581,69.43625,Data Use (Pillar 1),80.0
BFA,Burkina Faso,Sub-Saharan Africa,Low income,2022,22673762,69.41166666666666,Data Use (Pillar 1),100.0
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2022,3233526,69.12375,Data Use (Pillar 1),70.0
PAK,Pakistan,South Asia,Lower middle income,2022,235824862,68.90458333333333,Data Use (Pillar 1),90.0
TZA,Tanzania,Sub-Saharan Africa,Lower middle income,2022,65497748,68.87125,Data Use (Pillar 1),90.0
NER,Niger,Sub-Saharan Africa,Low income,2022,26207977,68.76583333333333,Data Use (Pillar 1),100.0
KEN,Kenya,Sub-Saharan Africa,Lower middle income,2022,54027487,68.56416666666667,Data Use (Pillar 1),90.0
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2022,28160542,67.75375,Data Use (Pillar 1),100.0
GMB,"Gambia, The",Sub-Saharan Africa,Low income,2022,2705992,67.67333333333333,Data Use (Pillar 1),90.0
VNM,Viet Nam,East Asia & Pacific,Lower middle income,2022,98186856,67.38791666666668,Data Use (Pillar 1),100.0
QAT,Qatar,Middle East & North Africa,High income,2022,2695122,66.71375,Data Use (Pillar 1),80.0
TGO,Togo,Sub-Saharan Africa,Low income,2022,8848699,66.22791666666666,Data Use (Pillar 1),90.0
BEN,Benin,Sub-Saharan Africa,Lower middle income,2022,13352864,65.75291666666668,Data Use (Pillar 1),90.0
JAM,Jamaica,Latin America & Caribbean,Upper middle income,2022,2827377,65.32958333333335,Data Use (Pillar 1),80.0
CPV,Cabo Verde,Sub-Saharan Africa,Lower middle income,2022,593149,65.20208333333333,Data Use (Pillar 1),80.0
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2022,33475870,64.94250000000001,Data Use (Pillar 1),66.60000000000001
MWI,Malawi,Sub-Saharan Africa,Low income,2022,20405317,64.78458333333333,Data Use (Pillar 1),90.0
KHM,Cambodia,East Asia & Pacific,Lower middle income,2022,16767842,64.26916666666666,Data Use (Pillar 1),80.0
BLZ,Belize,Latin America & Caribbean,Upper middle income,2022,405272,64.18333333333334,Data Use (Pillar 1),70.0
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,2022,179857,64.17333333333333,Data Use (Pillar 1),70.0
MLI,Mali,Sub-Saharan Africa,Low income,2022,22593590,64.08208333333334,Data Use (Pillar 1),100.0
LBR,Liberia,Sub-Saharan Africa,Low income,2022,5302681,63.95375,Data Use (Pillar 1),90.0
WSM,Samoa,East Asia & Pacific,Lower middle income,2022,222382,63.68958333333333,Data Use (Pillar 1),80.0
SYC,Seychelles,Sub-Saharan Africa,High income,2022,119878,63.34916666666667,Data Use (Pillar 1),90.0
DZA,Algeria,Middle East & North Africa,Upper middle income,2022,44903225,62.236666666666665,Data Use (Pillar 1),80.0
NPL,Nepal,South Asia,Lower middle income,2022,30547580,62.041250000000005,Data Use (Pillar 1),80.0
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,2022,20017675,61.21458333333333,Data Use (Pillar 1),90.0
BTN,Bhutan,South Asia,Lower middle income,2022,782455,61.12166666666668,Data Use (Pillar 1),90.0
TON,Tonga,East Asia & Pacific,Upper middle income,2022,106858,61.04999999999999,Data Use (Pillar 1),80.0
SLE,Sierra Leone,Sub-Saharan Africa,Low income,2022,8605718,60.99625000000002,Data Use (Pillar 1),80.0
BRN,Brunei Darussalam,East Asia & Pacific,High income,2022,449002,60.870000000000005,Data Use (Pillar 1),80.0
HND,Honduras,Latin America & Caribbean,Lower middle income,2022,10432860,60.773333333333326,Data Use (Pillar 1),90.0
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,2022,1341296,60.763333333333335,Data Use (Pillar 1),80.0
BRB,Barbados,Latin America & Caribbean,High income,2022,281635,60.70625,Data Use (Pillar 1),80.0
FJI,Fiji,East Asia & Pacific,Upper middle income,2022,929766,60.08541666666667,Data Use (Pillar 1),60.0
ETH,Ethiopia,Sub-Saharan Africa,Low income,2022,123379924,59.912083333333335,Data Use (Pillar 1),80.0
KWT,Kuwait,Middle East & North Africa,High income,2022,4268873,59.91041666666666,Data Use (Pillar 1),60.0
BWA,Botswana,Sub-Saharan Africa,Upper middle income,2022,2630296,59.80374999999999,Data Use (Pillar 1),50.0
AGO,Angola,Sub-Saharan Africa,Lower middle income,2022,35588987,59.64708333333335,Data Use (Pillar 1),80.0
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,2022,4736139,59.41041666666666,Data Use (Pillar 1),90.0
AFG,Afghanistan,South Asia,Low income,2022,41128771,59.32833333333334,Data Use (Pillar 1),80.0
MDV,Maldives,South Asia,Upper middle income,2022,523787,59.25208333333332,Data Use (Pillar 1),70.0
MOZ,Mozambique,Sub-Saharan Africa,Low income,2022,32969518,59.16916666666666,Data Use (Pillar 1),70.0
LAO,Lao PDR,East Asia & Pacific,Lower middle income,2022,7529475,58.67291666666667,Data Use (Pillar 1),76.6
OMN,Oman,Middle East & North Africa,High income,2022,4576298,58.62791666666667,Data Use (Pillar 1),70.0
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,2022,218541212,58.42333333333334,Data Use (Pillar 1),80.0
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2022,88550570,58.15083333333334,Data Use (Pillar 1),80.0
SUR,Suriname,Latin America & Caribbean,Upper middle income,2022,618040,58.00208333333335,Data Use (Pillar 1),40.0
LBN,Lebanon,Middle East & North Africa,Lower middle income,2022,5489739,57.95333333333335,Data Use (Pillar 1),60.0
GIN,Guinea,Sub-Saharan Africa,Lower middle income,2022,13859341,57.471250000000005,Data Use (Pillar 1),80.0
NAM,Namibia,Sub-Saharan Africa,Upper middle income,2022,2567012,57.37833333333333,Data Use (Pillar 1),60.0
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2022,2305825,57.35166666666667,Data Use (Pillar 1),80.0
GUY,Guyana,Latin America & Caribbean,High income,2022,808726,57.10458333333334,Data Use (Pillar 1),80.0
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,2022,27914536,56.91166666666666,Data Use (Pillar 1),60.0
CHN,China,East Asia & Pacific,Upper middle income,2022,1412175000,56.5275,Data Use (Pillar 1),73.4
TTO,Trinidad and Tobago,Latin America & Caribbean,High income,2022,1531044,56.27708333333333,Data Use (Pillar 1),60.0
IRQ,Iraq,Middle East & North Africa,Upper middle income,2022,44496122,55.336666666666666,Data Use (Pillar 1),60.0
BHR,Bahrain,Middle East & North Africa,High income,2022,1472233,54.96333333333333,Data Use (Pillar 1),60.0
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,2022,227380,53.508333333333326,Data Use (Pillar 1),60.0
MDG,Madagascar,Sub-Saharan Africa,Low income,2022,29611714,53.39583333333333,Data Use (Pillar 1),60.0
SWZ,Eswatini,Sub-Saharan Africa,Lower middle income,2022,1201670,52.66583333333335,Data Use (Pillar 1),80.0
TCD,Chad,Sub-Saharan Africa,Low income,2022,17723315,52.60583333333333,Data Use (Pillar 1),83.39999999999999
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,2022,6948392,52.52875,Data Use (Pillar 1),60.0
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,2022,103948,52.279583333333335,Data Use (Pillar 1),50.0
PLW,Palau,East Asia & Pacific,High income,2022,18055,51.69166666666667,Data Use (Pillar 1),50.0
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2022,99010212,51.31166666666667,Data Use (Pillar 1),70.0
VUT,Vanuatu,East Asia & Pacific,Lower middle income,2022,326740,50.87125,Data Use (Pillar 1),56.60000000000001
BDI,Burundi,Sub-Saharan Africa,Low income,2022,12889576,50.85625,Data Use (Pillar 1),70.0
BHS,"Bahamas, The",Latin America & Caribbean,High income,2022,409984,49.24916666666667,Data Use (Pillar 1),60.0
TJK,Tajikistan,Europe & Central Asia,Lower middle income,2022,9952787,48.91708333333333,Data Use (Pillar 1),60.0
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,2022,47657,48.77375,Data Use (Pillar 1),60.0
VEN,"Venezuela, RB",Latin America & Caribbean,Not classified,2022,28301696,48.626666666666665,Data Use (Pillar 1),80.0
SOM,Somalia,Sub-Saharan Africa,Low income,2022,17597511,47.92333333333334,Data Use (Pillar 1),80.0
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2022,93763,47.309583333333336,Data Use (Pillar 1),60.0
KIR,Kiribati,East Asia & Pacific,Lower middle income,2022,131232,47.25166666666667,Data Use (Pillar 1),50.0
GRD,Grenada,Latin America & Caribbean,Upper middle income,2022,125438,46.40916666666667,Data Use (Pillar 1),70.0
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2022,10142619,45.71083333333333,Data Use (Pillar 1),60.0
GAB,Gabon,Sub-Saharan Africa,Upper middle income,2022,2388992,45.43541666666667,Data Use (Pillar 1),60.0
DJI,Djibouti,Middle East & North Africa,Lower middle income,2022,1120849,44.67666666666667,Data Use (Pillar 1),50.0
AND,Andorra,Europe & Central Asia,High income,2022,79824,44.36791666666666,Data Use (Pillar 1),60.0
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,2022,724273,44.0825,Data Use (Pillar 1),30.0
SDN,Sudan,Sub-Saharan Africa,Low income,2022,46874204,43.9925,Data Use (Pillar 1),53.400000000000006
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,2022,2105566,42.85916666666667,Data Use (Pillar 1),90.0
CAF,Central African Republic,Sub-Saharan Africa,Low income,2022,5579144,41.9525,Data Use (Pillar 1),50.0
DMA,Dominica,Latin America & Caribbean,Upper middle income,2022,72737,41.7225,Data Use (Pillar 1),60.0
TUV,Tuvalu,East Asia & Pacific,Upper middle income,2022,11312,41.0925,Data Use (Pillar 1),50.0
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,2022,41569,40.10666666666667,Data Use (Pillar 1),30.0
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2022,1674908,38.82041666666666,Data Use (Pillar 1),30.0
HTI,Haiti,Latin America & Caribbean,Lower middle income,2022,11584996,38.55666666666667,Data Use (Pillar 1),50.0
NRU,Nauru,East Asia & Pacific,High income,2022,12668,37.44875,Data Use (Pillar 1),50.0
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2022,5970424,37.15291666666667,Data Use (Pillar 1),50.0
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2022,114164,36.53541666666666,Data Use (Pillar 1),20.0
YEM,"Yemen, Rep.",Middle East & North Africa,Low income,2022,33696614,32.91791666666667,Data Use (Pillar 1),36.6
SSD,South Sudan,Sub-Saharan Africa,Low income,2022,10913164,32.88666666666667,Data Use (Pillar 1),40.0
SYR,Syrian Arab Republic,Middle East & North Africa,Low income,2022,22125249,32.60291666666667,Data Use (Pillar 1),46.6
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,2022,6430770,30.74625,Data Use (Pillar 1),60.0
LBY,Libya,Middle East & North Africa,Upper middle income,2022,6812341,23.497499999999995,Data Use (Pillar 1),20.0
ASM,American Samoa,East Asia & Pacific,High income,2022,44273,,Data Use (Pillar 1),20.0
ABW,Aruba,Latin America & Caribbean,High income,2022,106445,,Data Use (Pillar 1),40.0
BMU,Bermuda,North America,High income,2022,63595,,Data Use (Pillar 1),40.0
VGB,British Virgin Islands,Latin America & Caribbean,High income,2022,31305,,Data Use (Pillar 1),40.0
CYM,Cayman Islands,Latin America & Caribbean,High income,2022,68706,,Data Use (Pillar 1),30.0
CHI,Channel Islands,Europe & Central Asia,High income,2022,174079,,Data Use (Pillar 1),40.0
COM,Comoros,Sub-Saharan Africa,Lower middle income,2022,836774,,Data Use (Pillar 1),60.0
CUB,Cuba,Latin America & Caribbean,Upper middle income,2022,11212191,,Data Use (Pillar 1),40.0
CUW,Curacao,Latin America & Caribbean,High income,2022,149996,,Data Use (Pillar 1),60.0
ERI,Eritrea,Sub-Saharan Africa,Low income,2022,3684032,,Data Use (Pillar 1),36.6
FRO,Faroe Islands,Europe & Central Asia,High income,2022,53090,,Data Use (Pillar 1),40.0
PYF,French Polynesia,East Asia & Pacific,High income,2022,306279,,Data Use (Pillar 1),40.0
GIB,Gibraltar,Europe & Central Asia,High income,2022,32649,,Data Use (Pillar 1),40.0
GRL,Greenland,Europe & Central Asia,High income,2022,56661,,Data Use (Pillar 1),40.0
GUM,Guam,East Asia & Pacific,High income,2022,171774,,Data Use (Pillar 1),40.0
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,2022,7346100,,Data Use (Pillar 1),60.0
IMN,Isle of Man,Europe & Central Asia,High income,2022,84519,,Data Use (Pillar 1),40.0
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,2022,26069416,,Data Use (Pillar 1),10.0
XKX,Kosovo,Europe & Central Asia,Upper middle income,2022,1768086,,Data Use (Pillar 1),60.0
LIE,Liechtenstein,Europe & Central Asia,High income,2022,39327,,Data Use (Pillar 1),50.0
MAC,"Macao SAR, China",East Asia & Pacific,High income,2022,695168,,Data Use (Pillar 1),50.0
MCO,Monaco,Europe & Central Asia,High income,2022,36469,,Data Use (Pillar 1),60.0
NCL,New Caledonia,East Asia & Pacific,High income,2022,269215,,Data Use (Pillar 1),60.0
MNP,Northern Mariana Islands,East Asia & Pacific,High income,2022,49551,,Data Use (Pillar 1),40.0
